gid,crop,activity,start_time,end_time
3475.0,Sorghum,prep,2020-03-25,2020-04-08
3475.0,Sorghum,tasseling,2020-10-12,2020-10-26
3475.0,Teff,flowering,2020-09-06,2020-10-11
3475.0,Teff,harvesting,2020-12-11,2020-12-31
3475.0,Teff,planting,2020-07-12,2020-08-06
3475.0,Teff,prep,2020-03-10,2020-07-07
3475.0,Teff,tasseling,2020-10-27,2020-11-26
3475.0,Wheat/Barley,flowering,2020-11-26,2020-12-26
3475.0,Wheat/Barley,harvesting,2020-12-31,2020-12-31
3475.0,Wheat/Barley,planting,2020-08-31,2020-09-11
3475.0,Wheat/Barley,prep,2020-03-10,2020-07-11
3475.0,Wheat/Barley,tasseling,2020-12-27,2020-12-31
3476.0,Sorghum,flowering,2020-09-11,2020-10-10
3476.0,Sorghum,harvesting,2020-11-24,2020-12-14
3476.0,Sorghum,planting,2020-04-23,2020-05-23
3476.0,Sorghum,prep,2020-03-10,2020-04-08
3476.0,Sorghum,tasseling,2020-10-11,2020-11-21
3476.0,Teff,flowering,2020-09-06,2020-10-10
3476.0,Teff,harvesting,2020-11-19,2020-12-31
3476.0,Teff,planting,2020-07-12,2020-08-06
3476.0,Teff,prep,2020-04-09,2020-07-07
3476.0,Teff,tasseling,2020-10-11,2020-11-09
3476.0,Wheat/Barley,flowering,2020-08-26,2020-09-11
3476.0,Wheat/Barley,harvesting,2020-10-25,2020-12-09
3476.0,Wheat/Barley,planting,2020-06-17,2020-07-07
3476.0,Wheat/Barley,prep,2020-04-09,2020-06-07
3476.0,Wheat/Barley,tasseling,2020-09-25,2020-10-10
3477.0,Beans,flowering,2020-08-22,2020-09-05
3477.0,Beans,harvesting,2020-10-12,2020-10-26
3477.0,Beans,planting,2020-06-20,2020-07-07
3477.0,Beans,prep,2020-04-09,2020-06-07
3477.0,Beans,tasseling,2020-09-06,2020-09-26
3477.0,Sorghum,flowering,2020-09-05,2020-10-11
3477.0,Sorghum,harvesting,2020-11-25,2020-12-31
3477.0,Sorghum,planting,2020-04-24,2020-06-22
3477.0,Sorghum,prep,2020-04-09,2020-04-23
3477.0,Sorghum,tasseling,2020-10-12,2020-11-10
3477.0,Teff,flowering,2020-09-12,2020-09-27
3477.0,Teff,harvesting,2020-10-26,2020-12-25
3477.0,Teff,planting,2020-07-14,2020-08-06
3477.0,Teff,prep,2020-04-09,2020-07-07
3477.0,Teff,tasseling,2020-09-28,2020-10-11
3478.0,Sorghum,flowering,2020-09-11,2020-09-30
3478.0,Sorghum,harvesting,2020-12-10,2020-12-24
3478.0,Sorghum,planting,2020-04-24,2020-05-28
3478.0,Sorghum,prep,2020-03-24,2020-04-23
3478.0,Sorghum,tasseling,2020-10-11,2020-11-09
3478.0,Teff,flowering,2020-09-11,2020-10-05
3478.0,Teff,harvesting,2020-11-10,2020-12-14
3478.0,Teff,planting,2020-07-12,2020-08-06
3478.0,Teff,prep,2020-03-10,2020-07-07
3478.0,Teff,tasseling,2020-10-11,2020-11-09
3478.0,Wheat/Barley,flowering,2020-09-11,2020-09-20
3478.0,Wheat/Barley,harvesting,2020-11-24,2020-12-09
3478.0,Wheat/Barley,planting,2020-07-07,2020-07-17
3478.0,Wheat/Barley,prep,2020-03-10,2020-06-27
3478.0,Wheat/Barley,tasseling,2020-09-25,2020-10-25
3479.0,Millet,flowering,2020-08-07,2020-09-05
3479.0,Millet,harvesting,2020-11-24,2020-12-14
3479.0,Millet,planting,2020-04-24,2020-05-23
3479.0,Millet,prep,2020-04-09,2020-04-23
3479.0,Millet,tasseling,2020-09-12,2020-10-25
3479.0,Teff,flowering,2020-09-02,2020-09-27
3479.0,Teff,harvesting,2020-10-26,2020-12-10
3479.0,Teff,planting,2020-08-08,2020-08-06
3479.0,Teff,prep,2020-04-09,2020-08-12
3479.0,Teff,tasseling,2020-09-12,2020-11-26
